Portland,,,,,,,,
 Pseudo-Julian-Date,Date,Time,Temperature,Dewpoint,Relhum,Speed,Gust,Pressure
2459495.995,2021-10-07,23:53,61,42,49.5,8,M,1016.6
2459496.037,2021-10-08,0:53,60,42,51.3,7,M,1016.5
2459496.078,2021-10-08,1:53,56,41,57,7,M,1016.6
2459496.12,2021-10-08,2:53,56,42,59.2,7,M,1016.6
2459496.162,2021-10-08,3:53,52,42,68.6,5,M,1016.5
2459496.203,2021-10-08,4:53,50,42,73.8,0,M,1016.3
2459496.245,2021-10-08,5:53,48,41,76.6,0,M,1016.2
2459496.287,2021-10-08,6:53,46,40,79.4,0,M,1016.4
2459496.328,2021-10-08,7:53,45,40,82.5,0,M,1016.3
2459496.37,2021-10-08,8:53,45,40,82.5,0,M,1016.3
2459496.412,2021-10-08,9:53,44,39,82.4,3,M,1016.4
2459496.453,2021-10-08,10:53,43,39,85.6,0,M,1016.4
2459496.495,2021-10-08,11:53,44,40,85.7,0,M,1016.6
2459496.537,2021-10-08,12:53,43,39,85.6,0,M,1016.8
2459496.543,2021-10-08,13:02,44,40,85.7,0,M,1017
2459496.578,2021-10-08,13:53,44,40,85.7,4,M,1017.1
2459496.62,2021-10-08,14:53,46,41,82.6,3,M,1017.3
2459496.662,2021-10-08,15:53,47,42,82.6,0,M,1017.5
2459496.703,2021-10-08,16:53,50,43,76.7,3,M,1017.6
2459496.745,2021-10-08,17:53,53,44,71.4,5,M,1017.5
2459496.787,2021-10-08,18:53,56,44,64,0,M,1017.5
2459496.828,2021-10-08,19:53,59,44,57.4,4,M,1017.4
2459496.87,2021-10-08,20:53,59,44,57.4,7,M,1017.2
2459496.912,2021-10-08,21:53,60,42,51.3,6,M,1017.2
2459496.953,2021-10-08,22:53,60,40,47.5,4,M,1017.5
2459496.995,2021-10-08,23:53,60,39,45.7,3,M,1017.8
2459497.037,2021-10-09,0:53,60,38,43.9,0,M,1018.3
2459497.078,2021-10-09,1:53,57,36,45.2,0,M,1018.5
2459497.12,2021-10-09,2:53,53,39,58.8,0,M,1018.9
2459497.162,2021-10-09,3:53,50,39,65.7,3,M,1019.3
2459497.203,2021-10-09,4:53,51,41,68.5,0,M,1019.8
2459497.245,2021-10-09,5:53,47,40,76.5,0,M,1020.5
2459497.287,2021-10-09,6:53,46,41,82.6,0,M,1021.1
2459497.328,2021-10-09,7:53,47,42,82.6,4,M,1021.8
2459497.37,2021-10-09,8:53,47,41,79.5,5,M,1022.2
2459497.412,2021-10-09,9:53,43,40,89,0,M,1023
2459497.453,2021-10-09,10:53,45,41,85.8,0,M,1023.4
2459497.495,2021-10-09,11:53,47,43,85.9,0,M,1023.7
2459497.505,2021-10-09,12:07,48,43,82.7,3,M,1023.7
2459497.537,2021-10-09,12:53,48,43,82.7,4,M,1023.8
2459497.578,2021-10-09,13:53,48,42,79.6,3,M,1024.2
2459497.62,2021-10-09,14:53,49,43,79.7,0,M,1024.7
2459497.662,2021-10-09,15:53,50,44,79.7,0,M,1025.4
2459497.703,2021-10-09,16:53,54,44,68.8,4,M,1025.4
2459497.745,2021-10-09,17:53,55,45,68.9,5,M,1025.5
2459497.787,2021-10-09,18:53,56,47,71.7,7,M,1025.4
2459497.828,2021-10-09,19:53,60,47,62.1,7,M,1025.1
2459497.87,2021-10-09,20:53,61,47,59.9,5,M,1024.6
2459497.912,2021-10-09,21:53,63,47,55.8,5,M,1024
2459497.953,2021-10-09,22:53,63,48,58,5,M,1023.8
2459497.995,2021-10-09,23:53,63,47,55.8,3,M,1023.5
2459498.037,2021-10-10,0:53,63,46,53.8,5,M,1022.9
2459498.078,2021-10-10,1:53,62,47,57.8,4,M,1022.4
2459498.12,2021-10-10,2:53,61,48,62.2,3,M,1022.4
2459498.162,2021-10-10,3:53,60,46,59.8,5,M,1022.4
2459498.203,2021-10-10,4:53,59,47,64.3,5,M,1022
2459498.245,2021-10-10,5:53,59,46,62,5,M,1021.8
2459498.287,2021-10-10,6:53,57,49,74.5,5,M,1021.8
2459498.328,2021-10-10,7:53,56,49,77.3,9,M,1021.2
2459498.37,2021-10-10,8:53,55,49,80.1,12,M,1020.9
2459498.412,2021-10-10,9:53,54,49,83.1,15,M,1020.6
2459498.453,2021-10-10,10:53,55,50,83.2,11,21,1020.6
2459498.489,2021-10-10,11:44,54,49,83.1,8,M,1022
2459498.495,2021-10-10,11:53,54,49,83.1,6,M,1021.6
2459498.537,2021-10-10,12:53,53,49,86.2,3,M,1022
2459498.578,2021-10-10,13:53,53,47,80,4,M,1022.4
2459498.62,2021-10-10,14:53,51,46,82.9,5,M,1022.7
2459498.662,2021-10-10,15:53,54,47,77.1,5,M,1023.3
2459498.703,2021-10-10,16:53,56,46,69,8,M,1023.7
2459498.745,2021-10-10,17:53,55,44,66.3,10,M,1024.4
2459498.787,2021-10-10,18:53,57,46,66.6,5,M,1024.3
2459498.828,2021-10-10,19:53,56,43,61.6,5,M,1024
2459498.87,2021-10-10,20:53,59,44,57.4,4,M,1023.2
2459498.912,2021-10-10,21:53,59,41,51.2,15,M,1023
2459498.953,2021-10-10,22:53,61,41,47.6,10,M,1022.5
2459498.995,2021-10-10,23:53,56,40,54.8,13,M,1022.9
2459499.037,2021-10-11,0:53,55,39,54.7,9,M,1023.1
2459499.078,2021-10-11,1:53,51,40,65.8,5,M,1023.1
2459499.12,2021-10-11,2:53,50,41,71,4,M,1023
2459499.162,2021-10-11,3:53,48,40,73.6,0,M,1022.9
2459499.203,2021-10-11,4:53,49,41,73.7,0,M,1023.1
2459499.245,2021-10-11,5:53,48,43,82.7,5,M,1023.1
2459499.287,2021-10-11,6:53,46,41,82.6,4,M,1023.1
2459499.328,2021-10-11,7:53,45,40,82.5,0,M,1023.4
2459499.37,2021-10-11,8:53,43,39,85.6,0,M,1023.6
2459499.412,2021-10-11,9:53,41,37,85.5,0,M,1023.8
2459499.453,2021-10-11,10:53,42,39,89,0,M,1023.8
2459499.495,2021-10-11,11:53,42,38,85.6,0,M,1024
2459499.537,2021-10-11,12:53,40,37,88.9,3,M,1024.2
2459499.578,2021-10-11,13:53,43,39,85.6,4,M,1024.5
2459499.62,2021-10-11,14:53,45,40,82.5,0,M,1024.7
2459499.662,2021-10-11,15:53,45,41,85.8,0,M,1025.1
2459499.675,2021-10-11,16:12,46,42,85.8,0,M,1025.4
2459499.703,2021-10-11,16:53,48,42,79.6,0,M,1025.3
2459499.745,2021-10-11,17:53,50,41,71,7,M,1025.5
2459499.764,2021-10-11,18:20,51,41,68.5,7,M,1025.4
2459499.781,2021-10-11,18:44,51,41,68.5,6,M,1025.4
2459499.787,2021-10-11,18:53,53,41,63.6,4,M,1025.2
2459499.828,2021-10-11,19:53,54,41,61.3,6,M,1025
2459499.844,2021-10-11,20:16,54,40,59,5,M,1025.1
2459499.86,2021-10-11,20:38,55,39,54.7,4,M,1024.7
2459499.87,2021-10-11,20:53,56,39,52.7,3,M,1024.7
2459499.912,2021-10-11,21:53,59,39,47.3,4,M,1024.2
2459499.953,2021-10-11,22:53,59,33,37.3,6,M,1024.2
2459499.995,2021-10-11,23:53,58,34,40.2,8,14,1024.4
2459500.162,2021-10-12,3:53,47,37,68,5,M,1025.1
2459500.203,2021-10-12,4:53,46,37,70.6,3,M,1025.2
2459500.245,2021-10-12,5:53,48,40,73.6,5,M,1025.1
2459500.287,2021-10-12,6:53,48,40,73.6,3,M,1025.3
2459500.328,2021-10-12,7:53,43,37,79.2,3,M,1025.2
2459500.37,2021-10-12,8:53,43,37,79.2,4,M,1025.5
2459500.412,2021-10-12,9:53,41,36,82.2,3,M,1025.4
2459500.453,2021-10-12,10:53,41,36,82.2,3,M,1025.2
2459500.495,2021-10-12,11:53,38,35,88.8,0,M,1025.1
2459500.522,2021-10-12,12:32,40,35,82.1,0,M,1025.1
2459500.537,2021-10-12,12:53,40,35,82.1,0,M,1024.8
2459500.578,2021-10-12,13:53,41,37,85.5,0,M,1025
2459500.611,2021-10-12,14:40,39,36,88.9,6,M,1025.1
2459500.62,2021-10-12,14:53,39,36,88.9,5,M,1024.9
2459500.632,2021-10-12,15:10,39,37,92.4,4,M,1025.1
2459500.644,2021-10-12,15:27,39,38,96.2,4,M,1025.1
2459500.662,2021-10-12,15:53,42,39,89,4,M,1024.7
2459500.703,2021-10-12,16:53,43,36,76.1,4,M,1024.4
2459500.745,2021-10-12,17:53,46,38,73.4,3,M,1023.8
2459500.787,2021-10-12,18:53,48,38,68.1,5,M,1022.6
2459500.828,2021-10-12,19:53,50,39,65.7,3,M,1021.3
2459500.87,2021-10-12,20:53,52,40,63.5,7,M,1020.1
2459500.912,2021-10-12,21:53,54,39,56.7,0,M,1019.2
2459500.953,2021-10-12,22:53,54,37,52.4,4,M,1018.8
2459500.995,2021-10-12,23:53,54,37,52.4,6,M,1017.9
2459501.037,2021-10-13,0:53,54,38,54.5,5,M,1017.7
2459501.078,2021-10-13,1:53,52,42,68.6,3,M,1017.8
2459501.12,2021-10-13,2:53,51,42,71.2,4,M,1017.6
2459501.162,2021-10-13,3:53,50,42,73.8,5,M,1017.4
2459501.203,2021-10-13,4:53,48,42,79.6,6,M,1017.3
2459501.219,2021-10-13,5:15,48,43,82.7,7,M,1017.3
2459501.245,2021-10-13,5:53,48,42,79.6,6,M,1017.1
2459501.267,2021-10-13,6:24,48,42,79.6,4,M,1017.3
2459501.287,2021-10-13,6:53,48,42,79.6,5,M,1017.1
2459501.328,2021-10-13,7:53,48,43,82.7,4,M,1017.1
2459501.342,2021-10-13,8:12,48,43,82.7,4,M,1017.3
2459501.37,2021-10-13,8:53,47,42,82.6,0,M,1017.4
2459501.412,2021-10-13,9:53,44,41,89.1,4,M,1018
2459501.453,2021-10-13,10:53,46,43,89.2,5,M,1018.2
2459501.495,2021-10-13,11:53,46,43,89.2,5,M,1018.4
2459501.537,2021-10-13,12:53,46,43,89.2,0,M,1018.9
2459501.578,2021-10-13,13:53,46,42,85.8,4,M,1019.4
2459501.62,2021-10-13,14:53,46,42,85.8,4,M,1019.7
2459501.662,2021-10-13,15:53,47,43,85.9,3,M,1020.3
2459501.703,2021-10-13,16:53,48,44,85.9,6,M,1020.7
2459501.745,2021-10-13,17:53,48,44,85.9,0,M,1021
2459501.787,2021-10-13,18:53,50,45,82.8,5,M,1021.1
2459501.803,2021-10-13,19:17,50,44,79.7,7,M,1021
2459501.828,2021-10-13,19:53,51,45,79.8,5,M,1021.1
2459501.87,2021-10-13,20:53,53,46,77,5,M,1020.8
2459501.89,2021-10-13,21:21,53,45,74.1,5,M,1020.7
2459501.912,2021-10-13,21:53,54,45,71.5,5,M,1020.8
2459501.953,2021-10-13,22:53,54,45,71.5,4,M,1020.9
2459501.995,2021-10-13,23:53,53,47,80,3,M,1021
2459502.037,2021-10-14,0:53,53,46,77,3,M,1020.7
2459502.078,2021-10-14,1:53,52,47,83,3,M,1020.8
2459502.12,2021-10-14,2:53,52,46,79.9,4,M,1021.1
2459502.162,2021-10-14,3:53,51,46,82.9,4,M,1021.4
2459502.203,2021-10-14,4:53,51,46,82.9,4,M,1021.5
2459502.245,2021-10-14,5:53,51,46,82.9,0,M,1021.8
2459502.287,2021-10-14,6:53,51,46,82.9,4,M,1021.8
2459502.328,2021-10-14,7:53,50,47,89.4,4,M,1021.9
2459502.37,2021-10-14,8:53,50,46,86.1,7,M,1021.9
2459502.412,2021-10-14,9:53,51,46,82.9,5,M,1021.9
2459502.453,2021-10-14,10:53,51,46,82.9,3,M,1021.8
2459502.49,2021-10-14,11:46,50,47,89.4,5,M,1022
2459502.495,2021-10-14,11:53,50,47,89.4,5,M,1022
2459502.537,2021-10-14,12:53,51,46,82.9,5,M,1022.3
2459502.578,2021-10-14,13:53,51,46,82.9,3,M,1022.9
2459502.589,2021-10-14,14:08,51,46,82.9,4,M,1023
2459502.602,2021-10-14,14:27,51,46,82.9,5,M,1023
2459502.62,2021-10-14,14:53,51,46,82.9,4,M,1023.2
2459502.662,2021-10-14,15:53,52,46,79.9,3,M,1023.9
2459502.703,2021-10-14,16:53,52,46,79.9,3,M,1024.3
2459502.745,2021-10-14,17:53,53,47,80,7,M,1024.5
2459502.787,2021-10-14,18:53,53,48,83.1,4,M,1024.8
2459502.821,2021-10-14,19:42,53,49,86.2,3,M,1024.7
2459502.828,2021-10-14,19:53,53,50,89.5,0,M,1024.9
2459502.858,2021-10-14,20:36,53,50,89.5,3,M,1025.1
2459502.87,2021-10-14,20:53,54,50,86.3,0,M,1024.9
2459502.912,2021-10-14,21:53,55,50,83.2,0,M,1024.7
2459502.953,2021-10-14,22:53,56,51,83.3,3,M,1024.7
2459502.995,2021-10-14,23:53,56,51,83.3,4,M,1024.4
2459503.037,2021-10-15,0:53,56,51,83.3,5,M,1024.4
2459503.04,2021-10-15,0:58,56,52,86.4,4,M,1024.4
2459503.078,2021-10-15,1:53,55,51,86.3,6,M,1024.3
2459503.12,2021-10-15,2:53,55,51,86.3,7,M,1024.6
2459503.162,2021-10-15,3:53,55,51,86.3,6,M,1024.4
2459503.203,2021-10-15,4:53,55,52,89.6,5,M,1024.4
2459503.245,2021-10-15,5:53,55,51,86.3,6,M,1024.2
2459503.287,2021-10-15,6:53,54,51,89.5,5,M,1024
2459503.328,2021-10-15,7:53,54,50,86.3,7,M,1023.7
2459503.37,2021-10-15,8:53,52,49,89.5,3,M,1023.7
2459503.412,2021-10-15,9:53,51,48,89.4,0,M,1023.6
2459503.453,2021-10-15,10:53,50,47,89.4,0,M,1023.3
2459503.495,2021-10-15,11:53,50,46,86.1,4,M,1023.2
2459503.537,2021-10-15,12:53,48,44,85.9,4,M,1023
2459503.578,2021-10-15,13:53,48,44,85.9,3,M,1023
2459503.62,2021-10-15,14:53,48,45,89.3,3,M,1023.1
2459503.662,2021-10-15,15:53,51,46,82.9,4,M,1023.6
2459503.703,2021-10-15,16:53,54,46,74.2,4,M,1023.7
2459503.745,2021-10-15,17:53,56,48,74.4,6,M,1023.4
2459503.787,2021-10-15,18:53,59,49,69.4,4,M,1023.2
2459503.828,2021-10-15,19:53,61,49,64.6,5,M,1022.6
2459503.87,2021-10-15,20:53,64,48,56,0,M,1022.1
2459503.912,2021-10-15,21:53,65,48,54.1,3,M,1021.5
2459503.953,2021-10-15,22:53,66,47,50.3,3,M,1021.1
2459503.995,2021-10-15,23:53,65,47,52.1,0,M,1020.9
2459504.037,2021-10-16,0:53,63,47,55.8,6,M,1020.6
2459504.078,2021-10-16,1:53,59,48,66.8,4,M,1020.8
2459504.12,2021-10-16,2:53,59,49,69.4,0,M,1021
2459504.162,2021-10-16,3:53,57,50,77.4,0,M,1021.3
2459504.203,2021-10-16,4:53,55,49,80.1,5,M,1021.5
2459504.245,2021-10-16,5:53,54,49,83.1,0,M,1021.6
2459504.287,2021-10-16,6:53,54,49,83.1,4,M,1021.4
2459504.328,2021-10-16,7:53,53,49,86.2,4,M,1021.2
2459504.37,2021-10-16,8:53,52,47,83,4,M,1020.9
2459504.412,2021-10-16,9:53,50,46,86.1,4,M,1020.7
2459504.453,2021-10-16,10:53,49,45,86,5,M,1020.5
2459504.495,2021-10-16,11:53,48,44,85.9,5,M,1020.3
2459504.537,2021-10-16,12:53,48,45,89.3,5,M,1019.8
2459504.578,2021-10-16,13:53,48,44,85.9,5,M,1019.5
2459504.62,2021-10-16,14:53,48,45,89.3,3,M,1019.3
2459504.628,2021-10-16,15:05,48,46,92.7,3,M,1019.3
2459504.636,2021-10-16,15:16,48,46,92.7,3,M,1019.3
2459504.662,2021-10-16,15:53,50,46,86.1,3,M,1019.1
2459504.703,2021-10-16,16:53,53,47,80,0,M,1018.7
2459504.745,2021-10-16,17:53,56,49,77.3,4,M,1018.4
2459504.787,2021-10-16,18:53,59,49,69.4,0,M,1017.8
2459504.828,2021-10-16,19:53,62,48,60.1,4,M,1016.8
2459504.87,2021-10-16,20:53,65,48,54.1,4,M,1015.8
2459504.912,2021-10-16,21:53,66,49,54.2,6,M,1014.6
2459504.953,2021-10-16,22:53,67,49,52.4,4,M,1013.7
2459504.995,2021-10-16,23:53,67,49,52.4,5,M,1012.7
2459505.037,2021-10-17,0:53,67,48,50.4,0,M,1012.4
2459505.078,2021-10-17,1:53,61,49,64.6,0,M,1012.1
2459505.12,2021-10-17,2:53,58,51,77.5,0,M,1011.9
2459505.162,2021-10-17,3:53,56,51,83.3,0,M,1011.4
2459505.203,2021-10-17,4:53,57,51,80.3,0,M,1011
2459505.245,2021-10-17,5:53,56,51,83.3,4,M,1010.7
2459505.287,2021-10-17,6:53,55,50,83.2,4,M,1010.4
2459505.328,2021-10-17,7:53,54,49,83.1,3,M,1009.8
2459505.37,2021-10-17,8:53,52,48,86.2,3,M,1009.5
2459505.412,2021-10-17,9:53,52,48,86.2,3,M,1008.9
2459505.453,2021-10-17,10:53,51,47,86.1,3,M,1008.2
2459505.495,2021-10-17,11:53,52,47,83,3,M,1007.5
2459505.537,2021-10-17,12:53,51,46,82.9,6,M,1006.9
2459505.578,2021-10-17,13:53,51,47,86.1,6,M,1006.6
2459505.62,2021-10-17,14:53,50,46,86.1,6,M,1006.2
2459505.662,2021-10-17,15:53,51,46,82.9,0,M,1006.4
2459505.703,2021-10-17,16:53,53,47,80,5,M,1006.1
2459505.745,2021-10-17,17:53,54,48,80.1,6,M,1006.1
2459505.787,2021-10-17,18:53,58,50,74.6,3,M,1005.6
2459505.828,2021-10-17,19:53,59,49,69.4,0,M,1005.2
2459505.87,2021-10-17,20:53,60,49,66.9,4,M,1004.7
2459505.912,2021-10-17,21:53,62,49,62.3,4,M,1004.2
2459505.953,2021-10-17,22:53,63,49,60.2,0,M,1004.5
2459505.995,2021-10-17,23:53,58,49,71.9,17,22,1005.4
2459506.037,2021-10-18,0:53,56,48,74.4,7,M,1005.7
2459506.078,2021-10-18,1:53,55,48,77.2,9,M,1006.8
2459506.12,2021-10-18,2:53,54,47,77.1,13,M,1007.1
2459506.162,2021-10-18,3:53,53,47,80,6,M,1008.4
2459506.165,2021-10-18,3:58,53,47,80,8,M,1008.5
2459506.176,2021-10-18,4:14,53,47,80,9,M,1008.8
2459506.203,2021-10-18,4:53,53,47,80,13,18,1009
2459506.245,2021-10-18,5:53,53,46,77,11,M,1009.8
2459506.287,2021-10-18,6:53,52,46,79.9,7,M,1010
2459506.328,2021-10-18,7:53,52,45,76.9,9,M,1010.6
2459506.37,2021-10-18,8:53,52,45,76.9,7,M,1010.9
2459506.412,2021-10-18,9:53,52,44,74,7,M,1011.6
2459506.453,2021-10-18,10:53,52,44,74,6,M,1011.8
2459506.495,2021-10-18,11:53,51,44,76.8,5,M,1012.8
2459506.537,2021-10-18,12:53,50,42,73.8,3,M,1013.9
2459506.578,2021-10-18,13:53,50,42,73.8,5,M,1014.3
2459506.62,2021-10-18,14:53,48,43,82.7,0,M,1015.4
2459506.662,2021-10-18,15:53,51,44,76.8,0,M,1016.1
2459506.703,2021-10-18,16:53,52,43,71.3,0,M,1016.5
2459506.745,2021-10-18,17:53,54,40,59,0,M,1016.6
2459506.787,2021-10-18,18:53,55,39,54.7,0,M,1016.6
2459506.828,2021-10-18,19:53,57,40,52.9,3,M,1016.4
2459506.87,2021-10-18,20:53,57,40,52.9,4,M,1016.2
2459506.912,2021-10-18,21:53,57,40,52.9,0,M,1016.1
2459506.953,2021-10-18,22:53,58,41,53,3,M,1016.4
2459506.995,2021-10-18,23:53,58,41,53,5,M,1016.1
2459507.037,2021-10-19,0:53,56,42,59.2,3,M,1016
2459507.078,2021-10-19,1:53,54,42,63.7,4,M,1016
2459507.12,2021-10-19,2:53,53,42,66.1,3,M,1015.9
2459507.162,2021-10-19,3:53,51,44,76.8,4,M,1015.8
2459507.203,2021-10-19,4:53,48,42,79.6,0,M,1016
2459507.245,2021-10-19,5:53,46,41,82.6,0,M,1015.9
2459507.287,2021-10-19,6:53,45,41,85.8,3,M,1015.3
2459507.328,2021-10-19,7:53,44,41,89.1,0,M,1015.1
2459507.37,2021-10-19,8:53,43,40,89,0,M,1014.7
2459507.412,2021-10-19,9:53,43,41,92.6,0,M,1014
2459507.453,2021-10-19,10:53,40,38,92.5,0,M,1013.6
2459507.495,2021-10-19,11:53,42,39,89,0,M,1013.2
2459507.526,2021-10-19,12:37,41,39,92.5,3,M,1013.3
2459507.535,2021-10-19,12:50,41,37,85.5,4,M,1013.3
2459507.535,2021-10-19,12:51,41,38,89,3,M,1013.1
2459507.562,2021-10-19,13:29,41,39,92.5,0,M,1012.9
2459507.574,2021-10-19,13:46,42,40,92.5,5,M,1013.3
2459507.578,2021-10-19,13:53,42,39,89,4,M,1013
2459507.583,2021-10-19,14:00,42,40,92.5,4,M,1013.3
2459507.62,2021-10-19,14:53,45,43,92.6,0,M,1012.9
2459507.662,2021-10-19,15:53,43,40,89,5,M,1012.6
2459507.692,2021-10-19,16:36,47,43,85.9,5,M,1012.6
2459507.703,2021-10-19,16:53,47,42,82.6,5,M,1011.9
2459507.745,2021-10-19,17:53,48,43,82.7,5,M,1011.4
2459507.787,2021-10-19,18:53,52,44,74,6,M,1010.5
2459507.828,2021-10-19,19:53,55,45,68.9,5,M,1009.9
2459507.87,2021-10-19,20:53,58,45,61.8,3,M,1008.8
2459507.912,2021-10-19,21:53,59,45,59.6,6,M,1007.9
2459507.953,2021-10-19,22:53,61,47,59.9,0,M,1006.2
2459507.995,2021-10-19,23:53,59,47,64.3,7,M,1005.2
2459508.037,2021-10-20,0:53,57,47,69.1,5,M,1004.5
