Vancouver,,,,,,,,
 Pseudo-Julian-Date,Date,Time,Temperature,Dewpoint,Relhum,Speed,Gust,Pressure
2459493.917,2021-10-05,22:00,57,45,64.1,4,M,1010.5
2459493.953,2021-10-05,22:53,55,46,71.6,13,18,1011.1
2459493.958,2021-10-05,23:00,55,45,68.9,10,17,1011.2
2459494,2021-10-06,0:00,55,43,63.8,6,M,1011.5
2459494.042,2021-10-06,1:00,55,43,63.8,10,M,1012.4
2459494.083,2021-10-06,2:00,52,43,71.3,9,17,1013
2459494.125,2021-10-06,3:00,52,39,61,2,M,1013.5
2459494.167,2021-10-06,4:00,48,43,82.7,6,M,1014
2459494.208,2021-10-06,5:00,46,43,89.2,8,M,1014.4
2459494.25,2021-10-06,6:00,46,45,96.3,11,M,1014.4
2459494.292,2021-10-06,7:00,46,43,89.2,10,M,1014.5
2459494.333,2021-10-06,8:00,48,45,89.3,13,M,1014.3
2459494.353,2021-10-06,8:28,50,45,82.8,11,M,1014.2
2459494.375,2021-10-06,9:00,50,43,76.7,11,M,1013.9
2459494.403,2021-10-06,9:41,48,43,82.7,11,M,1014.3
2459494.417,2021-10-06,10:00,48,45,89.3,13,M,1014.4
2459494.44,2021-10-06,10:34,48,45,89.3,10,M,1014.5
2459494.5,2021-10-06,12:00,48,45,89.3,10,M,1015.1
2459494.503,2021-10-06,12:04,48,45,89.3,11,M,1015.1
2459494.522,2021-10-06,12:31,46,45,96.3,8,M,1015.1
2459494.536,2021-10-06,12:52,46,45,96.3,11,M,1015.2
2459494.542,2021-10-06,13:00,46,45,96.3,9,M,1015.3
2459494.544,2021-10-06,13:03,46,45,96.3,9,M,1015.3
2459494.583,2021-10-06,14:00,48,46,92.7,8,M,1015.7
2459494.603,2021-10-06,14:29,48,46,92.7,7,M,1015.9
2459494.648,2021-10-06,15:33,50,46,86.1,6,M,1016.6
2459494.678,2021-10-06,16:17,52,48,86.2,11,16,1017.2
2459494.75,2021-10-06,18:00,54,46,74.2,7,M,1018.5
2459494.792,2021-10-06,19:00,54,46,74.2,4,M,1019.1
2459494.833,2021-10-06,20:00,54,46,74.2,4,M,1019.4
2459494.875,2021-10-06,21:00,55,45,68.9,5,M,1019.6
2459494.917,2021-10-06,22:00,55,45,68.9,7,M,1019.6
2459494.958,2021-10-06,23:00,54,43,66.2,7,M,1019.8
2459495,2021-10-07,0:00,52,43,71.3,5,M,1020.1
2459495.042,2021-10-07,1:00,50,43,76.7,6,M,1020.5
2459495.083,2021-10-07,2:00,46,41,82.6,5,M,1020.6
2459495.125,2021-10-07,3:00,45,41,85.8,4,M,1020.8
2459495.167,2021-10-07,4:00,45,41,85.8,2,M,1020.9
2459495.208,2021-10-07,5:00,46,43,89.2,3,M,1021.2
2459495.25,2021-10-07,6:00,45,43,92.6,2,M,1021.6
2459495.292,2021-10-07,7:00,43,41,92.6,4,M,1021.9
2459495.333,2021-10-07,8:00,45,41,85.8,4,M,1022
2459495.375,2021-10-07,9:00,43,41,92.6,4,M,1022.1
2459495.417,2021-10-07,10:00,45,43,92.6,4,M,1022.1
2459495.458,2021-10-07,11:00,43,41,92.6,2,M,1022.2
2459495.5,2021-10-07,12:00,43,41,92.6,2,M,1022.2
2459495.542,2021-10-07,13:00,45,43,92.6,4,M,1022.4
2459495.575,2021-10-07,13:48,45,43,92.6,4,M,1022.4
2459495.583,2021-10-07,14:00,46,43,89.2,5,M,1022.5
2459495.62,2021-10-07,14:53,46,45,96.3,4,M,1022.5
2459495.625,2021-10-07,15:00,46,43,89.2,5,M,1022.5
2459495.667,2021-10-07,16:00,48,45,89.3,4,M,1022.5
2459495.708,2021-10-07,17:00,50,46,86.1,7,M,1022.5
2459495.75,2021-10-07,18:00,52,45,76.9,5,M,1022.5
2459495.792,2021-10-07,19:00,52,45,76.9,4,M,1021.9
2459495.833,2021-10-07,20:00,54,45,71.5,5,M,1021.4
2459495.875,2021-10-07,21:00,52,46,79.9,7,M,1020.8
2459495.917,2021-10-07,22:00,54,46,74.2,6,M,1020.4
2459495.958,2021-10-07,23:00,55,46,71.6,5,M,1019.9
2459496,2021-10-08,0:00,54,45,71.5,3,M,1019.3
2459496.042,2021-10-08,1:00,52,45,76.9,3,M,1018.6
2459496.083,2021-10-08,2:00,46,43,89.2,4,M,1018.2
2459496.125,2021-10-08,3:00,48,45,89.3,3,M,1017.8
2459496.167,2021-10-08,4:00,46,43,89.2,2,M,1017.4
2459496.208,2021-10-08,5:00,46,39,76.4,3,M,1017.1
2459496.25,2021-10-08,6:00,46,41,82.6,4,M,1016.9
2459496.292,2021-10-08,7:00,45,39,79.3,3,M,1016.7
2459496.333,2021-10-08,8:00,46,41,82.6,6,M,1016.7
2459496.375,2021-10-08,9:00,46,41,82.6,0,M,1016.5
2459496.417,2021-10-08,10:00,46,41,82.6,0,M,1016.5
2459496.458,2021-10-08,11:00,45,41,85.8,3,M,1016.4
2459496.5,2021-10-08,12:00,45,41,85.8,3,M,1016.4
2459496.542,2021-10-08,13:00,43,39,85.6,0,M,1016.3
2459496.583,2021-10-08,14:00,45,43,92.6,6,M,1016.5
2459496.625,2021-10-08,15:00,45,43,92.6,3,M,1016.7
2459496.667,2021-10-08,16:00,46,43,89.2,3,M,1017
2459496.708,2021-10-08,17:00,48,43,82.7,2,M,1017.5
2459496.75,2021-10-08,18:00,48,43,82.7,3,M,1017.8
2459496.792,2021-10-08,19:00,50,43,76.7,3,M,1017.9
2459496.833,2021-10-08,20:00,52,43,71.3,5,M,1018.1
2459496.875,2021-10-08,21:00,52,45,76.9,5,M,1017.9
2459496.917,2021-10-08,22:00,54,45,71.5,6,M,1017.8
2459496.958,2021-10-08,23:00,54,45,71.5,6,M,1017.9
2459497,2021-10-09,0:00,54,45,71.5,4,M,1018
2459497.042,2021-10-09,1:00,50,45,82.8,4,M,1018.2
2459497.083,2021-10-09,2:00,50,43,76.7,4,M,1018.3
2459497.125,2021-10-09,3:00,48,43,82.7,0,M,1018.7
2459497.167,2021-10-09,4:00,48,43,82.7,3,M,1019.3
2459497.208,2021-10-09,5:00,43,41,92.6,0,M,1019.3
2459497.25,2021-10-09,6:00,46,43,89.2,2,M,1019.9
2459497.292,2021-10-09,7:00,45,41,85.8,4,M,1020.4
2459497.333,2021-10-09,8:00,45,43,92.6,5,M,1020.9
2459497.375,2021-10-09,9:00,43,41,92.6,5,M,1021.1
2459497.417,2021-10-09,10:00,43,41,92.6,7,M,1021.3
2459497.458,2021-10-09,11:00,45,43,92.6,5,M,1021.5
2459497.5,2021-10-09,12:00,46,43,89.2,9,M,1021.7
2459497.542,2021-10-09,13:00,48,43,82.7,7,M,1021.9
2459497.583,2021-10-09,14:00,48,43,82.7,8,M,1022.3
2459497.62,2021-10-09,14:53,50,45,82.8,8,M,1022.1
2459497.625,2021-10-09,15:00,48,45,89.3,7,M,1022.1
2459497.667,2021-10-09,16:00,50,43,76.7,10,M,1022.1
2459497.708,2021-10-09,17:00,50,43,76.7,8,M,1022.1
2459497.723,2021-10-09,17:21,52,43,71.3,8,M,1022.3
2459497.75,2021-10-09,18:00,52,43,71.3,11,16,1022.1
2459497.792,2021-10-09,19:00,52,45,76.9,12,19,1021.7
2459497.804,2021-10-09,19:18,52,45,76.9,15,M,1021.6
2459497.833,2021-10-09,20:00,52,46,79.9,10,M,1021
2459497.875,2021-10-09,21:00,52,48,86.2,8,M,1020.3
2459497.892,2021-10-09,21:25,52,48,86.2,9,M,1020.3
2459497.896,2021-10-09,21:30,52,50,92.9,9,M,1020.3
2459497.903,2021-10-09,21:40,52,50,92.9,8,M,1020.3
2459497.917,2021-10-09,22:00,50,50,100,8,M,1020.2
2459497.927,2021-10-09,22:15,50,50,100,10,M,1019.9
2459497.942,2021-10-09,22:36,50,50,100,11,M,1019.7
2459497.95,2021-10-09,22:48,50,50,100,11,M,1019.6
2459497.958,2021-10-09,23:00,50,50,100,11,M,1019.5
2459497.978,2021-10-09,23:28,50,50,100,12,M,1019.1
2459498.027,2021-10-10,0:39,50,50,100,11,17,1017.7
2459498.038,2021-10-10,0:54,50,50,100,12,M,1017.5
2459498.049,2021-10-10,1:10,50,50,100,13,M,1017.4
2459498.052,2021-10-10,1:15,50,50,100,13,18,1017.3
2459498.068,2021-10-10,1:38,50,50,100,12,M,1017
2459498.125,2021-10-10,3:00,52,50,92.9,12,19,1015.4
2459498.138,2021-10-10,3:19,52,52,100,13,M,1015.1
2459498.167,2021-10-10,4:00,52,52,100,13,18,1014.6
2459498.181,2021-10-10,4:21,52,52,100,13,M,1014.2
2459498.193,2021-10-10,4:38,52,52,100,11,M,1014
2459498.208,2021-10-10,5:00,52,52,100,8,M,1013.7
2459498.219,2021-10-10,5:16,52,52,100,10,M,1013.5
2459498.292,2021-10-10,7:00,54,52,92.9,9,M,1012.7
2459498.333,2021-10-10,8:00,54,50,86.3,16,23,1012.8
2459498.375,2021-10-10,9:00,50,45,82.8,20,28,1014.1
2459498.417,2021-10-10,10:00,50,43,76.7,18,24,1015.6
2459498.458,2021-10-10,11:00,50,43,76.7,16,25,1016
2459498.5,2021-10-10,12:00,48,43,82.7,16,M,1016.7
2459498.542,2021-10-10,13:00,48,43,82.7,16,21,1017.3
2459498.583,2021-10-10,14:00,48,41,76.6,16,M,1017.5
2459498.625,2021-10-10,15:00,48,43,82.7,14,21,1018.4
2459498.667,2021-10-10,16:00,52,43,71.3,12,M,1019
2459498.708,2021-10-10,17:00,52,46,79.9,14,M,1019.6
2459498.75,2021-10-10,18:00,54,46,74.2,13,M,1020.1
2459498.792,2021-10-10,19:00,54,45,71.5,15,21,1020.5
2459498.833,2021-10-10,20:00,54,45,71.5,14,M,1020.7
2459498.875,2021-10-10,21:00,55,43,63.8,11,M,1020.5
2459498.917,2021-10-10,22:00,54,41,61.3,12,M,1020.3
2459498.958,2021-10-10,23:00,54,41,61.3,11,M,1020
2459499,2021-10-11,0:00,52,41,66,13,M,1020
2459499.042,2021-10-11,1:00,52,45,76.9,14,M,1020.1
2459499.083,2021-10-11,2:00,50,43,76.7,18,M,1020.8
2459499.125,2021-10-11,3:00,48,45,89.3,19,M,1020.9
2459499.167,2021-10-11,4:00,48,43,82.7,15,21,1021
2459499.208,2021-10-11,5:00,48,43,82.7,18,M,1021.1
2459499.25,2021-10-11,6:00,48,41,76.6,17,23,1021.5
2459499.292,2021-10-11,7:00,46,41,82.6,13,M,1021.7
2459499.333,2021-10-11,8:00,46,39,76.4,14,M,1022.2
2459499.375,2021-10-11,9:00,45,41,85.8,2,M,1022.5
2459499.417,2021-10-11,10:00,41,39,92.5,4,M,1022.8
2459499.458,2021-10-11,11:00,45,43,92.6,3,M,1023.2
2459499.5,2021-10-11,12:00,45,41,85.8,0,M,1023.6
2459499.542,2021-10-11,13:00,43,39,85.6,2,M,1023.9
2459499.583,2021-10-11,14:00,45,41,85.8,2,M,1024.2
2459499.625,2021-10-11,15:00,43,41,92.6,3,M,1024.8
2459499.667,2021-10-11,16:00,48,43,82.7,0,M,1025.1
2459499.708,2021-10-11,17:00,48,43,82.7,9,M,1025.5
2459499.75,2021-10-11,18:00,50,45,82.8,7,M,1025.8
2459499.792,2021-10-11,19:00,52,45,76.9,8,M,1025.9
2459499.833,2021-10-11,20:00,52,45,76.9,9,M,1025.8
2459499.875,2021-10-11,21:00,52,45,76.9,9,M,1025.6
2459499.917,2021-10-11,22:00,52,45,76.9,9,M,1025.4
2459499.958,2021-10-11,23:00,52,43,71.3,7,M,1025.6
2459500,2021-10-12,0:00,50,43,76.7,7,M,1025.7
2459500.167,2021-10-12,4:00,41,39,92.5,2,M,1025.3
2459500.208,2021-10-12,5:00,43,37,79.2,3,M,1025
2459500.25,2021-10-12,6:00,41,39,92.5,0,M,1025.1
2459500.292,2021-10-12,7:00,41,37,85.5,4,M,1025.4
2459500.333,2021-10-12,8:00,41,39,92.5,4,M,1025
2459500.375,2021-10-12,9:00,41,37,85.5,5,M,1024.6
2459500.417,2021-10-12,10:00,37,37,100,5,M,1024.2
2459500.424,2021-10-12,10:11,37,37,100,5,M,1024.2
2459500.458,2021-10-12,11:00,39,37,92.4,5,M,1023.9
2459500.494,2021-10-12,11:51,41,39,92.5,7,M,1023.4
2459500.5,2021-10-12,12:00,43,39,85.6,8,M,1023.3
2459500.542,2021-10-12,13:00,41,39,92.5,9,M,1022.6
2459500.583,2021-10-12,14:00,41,41,100,9,M,1022.4
2459500.625,2021-10-12,15:00,43,41,92.6,10,M,1021.8
2459500.667,2021-10-12,16:00,45,41,85.8,9,M,1021.4
2459500.708,2021-10-12,17:00,46,43,89.2,10,M,1020.7
2459500.75,2021-10-12,18:00,46,39,76.4,13,M,1020.1
2459500.792,2021-10-12,19:00,48,41,76.6,11,18,1018.8
2459500.818,2021-10-12,19:38,48,39,70.8,13,M,1018.4
2459500.833,2021-10-12,20:00,48,39,70.8,12,M,1018.6
2459500.875,2021-10-12,21:00,48,41,76.6,11,16,1017.5
2459500.917,2021-10-12,22:00,48,41,76.6,7,M,1016.7
2459500.949,2021-10-12,22:47,48,41,76.6,12,M,1016.6
2459500.958,2021-10-12,23:00,46,41,82.6,15,M,1016.5
2459500.963,2021-10-12,23:06,46,43,89.2,12,17,1016.5
2459501,2021-10-13,0:00,46,43,89.2,16,M,1016.3
2459501.042,2021-10-13,1:00,45,41,85.8,16,21,1015.8
2459501.083,2021-10-13,2:00,43,41,92.6,15,M,1015.7
2459501.125,2021-10-13,3:00,43,41,92.6,12,17,1015.3
2459501.151,2021-10-13,3:38,43,41,92.6,14,M,1015
2459501.167,2021-10-13,4:00,43,41,92.6,13,M,1015
2459501.208,2021-10-13,5:00,43,41,92.6,8,16,1015
2459501.237,2021-10-13,5:41,43,41,92.6,9,M,1014.9
2459501.25,2021-10-13,6:00,43,41,92.6,9,M,1015
2459501.292,2021-10-13,7:00,43,41,92.6,9,M,1015.1
2459501.319,2021-10-13,7:39,43,41,92.6,10,M,1015.3
2459501.333,2021-10-13,8:00,43,41,92.6,9,M,1015.3
2459501.375,2021-10-13,9:00,43,41,92.6,5,M,1015.5
2459501.417,2021-10-13,10:00,43,41,92.6,4,M,1016
2459501.458,2021-10-13,11:00,43,43,100,2,M,1016
2459501.474,2021-10-13,11:22,43,43,100,0,M,1016.1
2459501.5,2021-10-13,12:00,43,43,100,0,M,1016.3
2459501.542,2021-10-13,13:00,43,43,100,0,M,1016.4
2459501.583,2021-10-13,14:00,43,41,92.6,4,M,1016.8
2459501.625,2021-10-13,15:00,43,43,100,5,M,1017.4
2459501.667,2021-10-13,16:00,45,43,92.6,6,M,1017.7
2459501.708,2021-10-13,17:00,46,45,96.3,6,M,1018
2459501.958,2021-10-13,23:00,50,45,82.8,6,M,1018.8
2459502,2021-10-14,0:00,48,43,82.7,6,M,1018.9
2459502.008,2021-10-14,0:11,48,43,82.7,5,M,1019
2459502.042,2021-10-14,1:00,48,45,89.3,6,M,1018.9
2459502.083,2021-10-14,2:00,48,45,89.3,6,M,1019
2459502.125,2021-10-14,3:00,46,45,96.3,7,M,1019.1
2459502.167,2021-10-14,4:00,46,45,96.3,7,M,1019.3
2459502.208,2021-10-14,5:00,46,45,96.3,7,M,1019.6
2459502.25,2021-10-14,6:00,46,45,96.3,9,M,1019.7
2459502.292,2021-10-14,7:00,45,43,92.6,8,M,1019.3
2459502.333,2021-10-14,8:00,45,43,92.6,11,M,1019.2
2459502.375,2021-10-14,9:00,45,43,92.6,9,M,1019.2
2459502.417,2021-10-14,10:00,46,43,89.2,8,M,1019.3
2459502.419,2021-10-14,10:03,46,43,89.2,8,M,1019.3
2459502.435,2021-10-14,10:27,46,43,89.2,9,M,1019.4
2459502.458,2021-10-14,11:00,46,45,96.3,8,M,1019.2
2459502.5,2021-10-14,12:00,45,45,100,8,M,1019.5
2459502.513,2021-10-14,12:18,45,45,100,10,M,1019.6
2459502.542,2021-10-14,13:00,45,45,100,8,M,1019.6
2459502.568,2021-10-14,13:38,45,45,100,8,M,1019.8
2459502.583,2021-10-14,14:00,45,45,100,8,M,1019.7
2459502.615,2021-10-14,14:46,45,45,100,6,M,1020.1
2459502.667,2021-10-14,16:00,46,45,96.3,8,M,1020.9
2459502.708,2021-10-14,17:00,46,45,96.3,9,M,1021.3
2459502.75,2021-10-14,18:00,48,45,89.3,8,M,1021.8
2459502.783,2021-10-14,18:48,48,45,89.3,10,M,1022
2459502.792,2021-10-14,19:00,48,45,89.3,9,M,1022
2459502.823,2021-10-14,19:45,48,46,92.7,9,M,1022.2
2459502.833,2021-10-14,20:00,48,46,92.7,8,M,1022.2
2459502.875,2021-10-14,21:00,50,46,86.1,8,M,1022
2459502.885,2021-10-14,21:15,50,46,86.1,8,M,1022.1
2459502.906,2021-10-14,21:45,48,48,100,7,M,1022.1
2459502.917,2021-10-14,22:00,48,46,92.7,9,M,1022.1
2459502.947,2021-10-14,22:43,48,48,100,8,M,1022
2459502.958,2021-10-14,23:00,48,48,100,8,M,1022
2459502.972,2021-10-14,23:20,48,48,100,7,M,1022
2459502.988,2021-10-14,23:43,50,48,92.8,9,M,1022
2459503.042,2021-10-15,1:00,50,48,92.8,6,M,1022
2459503.05,2021-10-15,1:12,50,48,92.8,7,M,1022
2459503.068,2021-10-15,1:38,50,48,92.8,7,M,1021.9
2459503.083,2021-10-15,2:00,50,48,92.8,7,M,1021.5
2459503.099,2021-10-15,2:23,50,48,92.8,7,M,1021.7
2459503.125,2021-10-15,3:00,50,48,92.8,7,M,1021.8
2459503.167,2021-10-15,4:00,50,48,92.8,7,M,1021.6
2459503.208,2021-10-15,5:00,50,48,92.8,8,M,1021.3
2459503.25,2021-10-15,6:00,50,48,92.8,9,M,1020.9
2459503.292,2021-10-15,7:00,50,48,92.8,8,M,1020.7
2459503.319,2021-10-15,7:40,50,48,92.8,10,M,1020.5
2459503.333,2021-10-15,8:00,50,48,92.8,9,M,1020.2
2459503.375,2021-10-15,9:00,50,50,100,8,M,1020.1
2459503.417,2021-10-15,10:00,50,50,100,10,M,1019.5
2459503.428,2021-10-15,10:16,50,50,100,10,M,1019.6
2459503.458,2021-10-15,11:00,52,50,92.9,8,M,1019.3
2459503.489,2021-10-15,11:44,52,50,92.9,9,M,1019.3
2459503.5,2021-10-15,12:00,52,50,92.9,9,M,1019.1
2459503.542,2021-10-15,13:00,52,50,92.9,10,M,1018.9
2459503.572,2021-10-15,13:43,52,50,92.9,12,M,1018.7
2459503.583,2021-10-15,14:00,52,52,100,10,M,1018.7
2459503.625,2021-10-15,15:00,52,52,100,12,M,1018.7
2459503.667,2021-10-15,16:00,52,52,100,13,M,1018.6
2459503.69,2021-10-15,16:34,52,52,100,11,17,1018.7
2459503.708,2021-10-15,17:00,52,52,100,14,M,1018.8
2459503.75,2021-10-15,18:00,54,52,92.9,13,18,1018.9
2459503.792,2021-10-15,19:00,54,52,92.9,14,21,1018.9
2459503.817,2021-10-15,19:36,54,52,92.9,11,16,1019
2459503.833,2021-10-15,20:00,54,52,92.9,16,21,1019
2459503.839,2021-10-15,20:08,54,52,92.9,15,21,1019
2459503.866,2021-10-15,20:47,54,52,92.9,15,M,1018.8
2459503.875,2021-10-15,21:00,54,52,92.9,17,M,1018.6
2459503.883,2021-10-15,21:12,54,52,92.9,13,22,1018.7
2459503.898,2021-10-15,21:33,54,52,92.9,15,M,1018.7
2459503.906,2021-10-15,21:45,54,52,92.9,13,19,1018.6
2459503.958,2021-10-15,23:00,54,52,92.9,13,20,1018.2
2459504,2021-10-16,0:00,54,52,92.9,15,M,1018
2459504.042,2021-10-16,1:00,54,52,92.9,11,M,1017.6
2459504.079,2021-10-16,1:54,54,52,92.9,11,M,1017.3
2459504.083,2021-10-16,2:00,54,52,92.9,11,M,1017.3
2459504.125,2021-10-16,3:00,54,52,92.9,12,M,1017.1
2459504.138,2021-10-16,3:19,54,52,92.9,11,M,1017.2
2459504.153,2021-10-16,3:41,54,52,92.9,10,M,1017.2
2459504.167,2021-10-16,4:00,54,52,92.9,12,M,1017.4
2459504.201,2021-10-16,4:49,54,50,86.3,11,M,1017.3
2459504.215,2021-10-16,5:10,54,50,86.3,10,M,1017.4
2459504.292,2021-10-16,7:00,54,50,86.3,13,M,1017.3
2459504.333,2021-10-16,8:00,54,52,92.9,14,M,1017
2459504.349,2021-10-16,8:22,54,52,92.9,13,18,1016.9
2459504.362,2021-10-16,8:41,52,52,100,12,M,1017.1
2459504.375,2021-10-16,9:00,52,52,100,12,M,1017.1
2459504.417,2021-10-16,10:00,52,52,100,12,M,1016
2459504.451,2021-10-16,10:49,52,52,100,12,M,1015.4
2459504.458,2021-10-16,11:00,52,52,100,13,M,1015.1
2459504.474,2021-10-16,11:22,52,52,100,11,M,1014.6
2459504.49,2021-10-16,11:45,52,50,92.9,13,M,1014.5
2459504.5,2021-10-16,12:00,52,52,100,13,M,1014.4
2459504.509,2021-10-16,12:13,52,52,100,12,M,1014.5
2459504.549,2021-10-16,13:11,52,52,100,10,M,1014
2459504.555,2021-10-16,13:19,52,52,100,9,M,1013.8
2459504.565,2021-10-16,13:33,52,52,100,11,M,1013.6
2459504.568,2021-10-16,13:38,52,52,100,10,M,1013.9
2459504.602,2021-10-16,14:27,52,52,100,14,M,1013.5
2459504.619,2021-10-16,14:51,52,52,100,13,19,1013.6
2459504.635,2021-10-16,15:14,52,52,100,16,M,1013.3
2459504.641,2021-10-16,15:23,52,52,100,16,M,1013.2
2459504.672,2021-10-16,16:07,54,52,92.9,14,M,1013.4
2459504.677,2021-10-16,16:15,54,52,92.9,15,22,1013.3
2459504.701,2021-10-16,16:50,52,52,100,14,M,1013.1
2459504.719,2021-10-16,17:15,52,52,100,11,16,1012.9
2459504.735,2021-10-16,17:39,54,52,92.9,8,M,1012.8
2459504.745,2021-10-16,17:53,54,52,92.9,12,M,1013.1
2459504.76,2021-10-16,18:14,54,52,92.9,13,M,1013
2459504.774,2021-10-16,18:34,54,54,100,12,M,1012.4
2459504.833,2021-10-16,20:00,55,54,96.4,15,M,1011.8
2459504.844,2021-10-16,20:15,55,54,96.4,14,M,1011.6
2459504.849,2021-10-16,20:22,55,54,96.4,14,M,1011.6
2459504.875,2021-10-16,21:00,55,54,96.4,12,M,1010.8
2459504.89,2021-10-16,21:22,55,54,96.4,13,M,1010.3
2459504.912,2021-10-16,21:53,57,54,89.7,10,M,1010.2
2459504.917,2021-10-16,22:00,57,54,89.7,9,M,1010.1
2459504.938,2021-10-16,22:30,57,54,89.7,8,M,1009.8
2459504.944,2021-10-16,22:39,57,54,89.7,9,M,1009.7
2459505,2021-10-17,0:00,57,54,89.7,10,17,1009.2
2459505.019,2021-10-17,0:28,57,54,89.7,8,M,1009
2459505.042,2021-10-17,1:00,55,52,89.6,7,M,1008.9
2459505.047,2021-10-17,1:07,55,54,96.4,6,M,1009
2459505.063,2021-10-17,1:31,54,54,100,3,M,1008.9
2459505.083,2021-10-17,2:00,54,54,100,5,M,1008.8
2459505.092,2021-10-17,2:12,54,54,100,7,M,1008.9
2459505.106,2021-10-17,2:32,54,54,100,8,M,1008.8
2459505.116,2021-10-17,2:47,54,54,100,7,M,1008.9
2459505.133,2021-10-17,3:11,54,54,100,5,M,1008.6
2459505.156,2021-10-17,3:44,54,54,100,5,M,1008.7
2459505.188,2021-10-17,4:30,52,52,100,7,M,1008.5
2459505.196,2021-10-17,4:42,52,52,100,5,M,1008.4
2459505.231,2021-10-17,5:33,52,52,100,3,M,1008.6
2459505.244,2021-10-17,5:52,52,52,100,4,M,1008.5
2459505.292,2021-10-17,7:00,54,52,92.9,3,M,1008
2459505.333,2021-10-17,8:00,54,52,92.9,6,M,1007.4
2459505.375,2021-10-17,9:00,52,52,100,3,M,1007.2
2459505.41,2021-10-17,9:50,52,52,100,0,M,1006.6
2459505.417,2021-10-17,10:00,52,52,100,0,M,1006.5
2459505.431,2021-10-17,10:20,52,52,100,2,M,1006.3
2459505.458,2021-10-17,11:00,52,52,100,3,M,1005.8
2459505.465,2021-10-17,11:09,52,52,100,2,M,1005.7
2459505.492,2021-10-17,11:49,52,52,100,0,M,1005.4
2459505.51,2021-10-17,12:15,52,52,100,2,M,1005.2
2459505.583,2021-10-17,14:00,52,52,100,7,M,1005
2459505.625,2021-10-17,15:00,52,52,100,7,M,1005.1
2459505.667,2021-10-17,16:00,52,52,100,8,M,1005.2
2459505.676,2021-10-17,16:13,54,52,92.9,7,M,1005.3
2459505.708,2021-10-17,17:00,54,54,100,9,M,1005.3
2459505.735,2021-10-17,17:39,54,54,100,5,M,1005.2
2459505.75,2021-10-17,18:00,55,54,96.4,4,M,1005.4
2459505.763,2021-10-17,18:18,55,52,89.6,5,M,1005.4
2459505.778,2021-10-17,18:40,55,52,89.6,5,M,1005.5
2459505.833,2021-10-17,20:00,55,54,96.4,6,M,1005.3
2459505.861,2021-10-17,20:40,55,54,96.4,3,M,1005.1
2459505.875,2021-10-17,21:00,54,54,100,2,M,1004.9
2459505.917,2021-10-17,22:00,52,50,92.9,14,M,1005.4
2459505.942,2021-10-17,22:37,50,48,92.8,12,M,1005.5
2459505.958,2021-10-17,23:00,50,50,100,11,17,1005.6
2459506,2021-10-18,0:00,50,48,92.8,14,M,1006.2
2459506.019,2021-10-18,0:28,50,48,92.8,15,M,1006.5
2459506.042,2021-10-18,1:00,48,48,100,12,M,1007
2459506.055,2021-10-18,1:19,48,48,100,12,M,1007
2459506.083,2021-10-18,2:00,48,48,100,13,M,1007.5
2459506.125,2021-10-18,3:00,50,46,86.1,10,16,1008.2
2459506.167,2021-10-18,4:00,48,46,92.7,11,M,1008.7
