SeaTac Airport,,,,,,,,
 Pseudo-Julian-Date,Date,Time,Temperature,Dewpoint,Relhum,Speed,Gust,Pressure
2459497.89,2021-10-09,21:21,56,46,69,14,20,1022.4
2459497.912,2021-10-09,21:53,56,47,71.7,12,22,1022.7
2459497.953,2021-10-09,22:53,56,47,71.7,11,20,1022.5
2459497.995,2021-10-09,23:53,56,47,71.7,8,M,1022.2
2459498.037,2021-10-10,0:53,56,48,74.4,6,M,1021.3
2459498.048,2021-10-10,1:09,55,49,80.1,6,M,1020.4
2459498.078,2021-10-10,1:53,55,49,80.1,9,M,1020.7
2459498.12,2021-10-10,2:53,55,48,77.2,8,M,1019.9
2459498.162,2021-10-10,3:53,55,48,77.2,16,25,1019.9
2459498.203,2021-10-10,4:53,52,51,96.4,13,M,1018.5
2459498.245,2021-10-10,5:53,52,50,92.9,9,M,1018
2459498.258,2021-10-10,6:12,52,50,92.9,9,M,1017.5
2459498.287,2021-10-10,6:53,52,50,92.9,7,M,1017.4
2459498.328,2021-10-10,7:53,52,51,96.4,3,M,1017.3
2459498.335,2021-10-10,8:02,52,51,96.4,3,M,1016.8
2459498.34,2021-10-10,8:10,52,50,92.9,5,M,1016.8
2459498.37,2021-10-10,8:53,53,50,89.5,13,23,1017
2459498.412,2021-10-10,9:53,53,50,89.5,10,17,1017.5
2459498.425,2021-10-10,10:12,52,49,89.5,11,20,1017.5
2459498.453,2021-10-10,10:53,51,45,79.8,11,18,1018.6
2459498.478,2021-10-10,11:29,50,44,79.7,7,M,1018.9
2459498.494,2021-10-10,11:52,50,44,79.7,6,M,1019.3
2459498.537,2021-10-10,12:53,49,45,86,4,M,1019.9
2459498.578,2021-10-10,13:53,49,45,86,5,M,1020.1
2459498.62,2021-10-10,14:53,47,44,89.2,7,M,1021
2459498.636,2021-10-10,15:16,47,45,92.7,3,M,1021
2459498.641,2021-10-10,15:23,47,44,89.2,5,M,1021
2459498.644,2021-10-10,15:28,48,44,85.9,5,M,1021
2459498.662,2021-10-10,15:53,48,44,85.9,7,M,1021.4
2459498.703,2021-10-10,16:53,48,45,89.3,9,M,1021.9
2459498.745,2021-10-10,17:53,50,43,76.7,7,M,1022.4
2459498.787,2021-10-10,18:53,52,44,74,9,M,1022.1
2459498.828,2021-10-10,19:53,53,43,68.7,9,M,1022.1
2459498.87,2021-10-10,20:53,53,41,63.6,8,M,1021.9
2459498.912,2021-10-10,21:53,51,42,71.2,0,M,1021.6
2459498.922,2021-10-10,22:07,51,41,68.5,0,M,1021.2
2459498.953,2021-10-10,22:53,52,41,66,3,M,1021.6
2459498.995,2021-10-10,23:53,51,44,76.8,6,M,1021.6
2459499.037,2021-10-11,0:53,50,43,76.7,8,M,1021.7
2459499.064,2021-10-11,1:32,49,44,82.8,9,M,1021.6
2459499.072,2021-10-11,1:43,47,44,89.2,7,M,1021.7
2459499.078,2021-10-11,1:53,47,42,82.6,9,M,1021.9
2459499.12,2021-10-11,2:53,46,42,85.8,7,M,1022.1
2459499.162,2021-10-11,3:53,45,41,85.8,11,M,1022.3
2459499.203,2021-10-11,4:53,45,41,85.8,8,M,1022.7
2459499.245,2021-10-11,5:53,43,41,92.6,5,M,1022.9
2459499.287,2021-10-11,6:53,44,40,85.7,3,M,1023.1
2459499.328,2021-10-11,7:53,41,39,92.5,0,M,1023.3
2459499.37,2021-10-11,8:53,44,41,89.1,0,M,1023.6
2459499.378,2021-10-11,9:04,43,41,92.6,6,M,1023.5
2459499.392,2021-10-11,9:24,43,41,92.6,0,M,1023.5
2459499.412,2021-10-11,9:53,44,42,92.6,0,M,1023.9
2459499.419,2021-10-11,10:03,44,42,92.6,3,M,1023.8
2459499.437,2021-10-11,10:29,44,42,92.6,3,M,1023.5
2459499.453,2021-10-11,10:53,44,42,92.6,0,M,1023.8
2459499.495,2021-10-11,11:53,44,41,89.1,0,M,1024.1
2459499.537,2021-10-11,12:53,42,41,96.2,3,M,1024.6
2459499.578,2021-10-11,13:53,41,40,96.2,3,M,1025
2459499.596,2021-10-11,14:18,41,40,96.2,3,M,1024.9
2459499.62,2021-10-11,14:53,41,39,92.5,3,M,1025.3
2459499.627,2021-10-11,15:03,41,40,96.2,3,M,1025.3
2459499.662,2021-10-11,15:53,44,41,89.1,3,M,1025.8
2459499.703,2021-10-11,16:53,47,43,85.9,0,M,1026
2459499.745,2021-10-11,17:53,48,41,76.6,8,M,1026.3
2459499.776,2021-10-11,18:37,49,42,76.7,3,M,1025.7
2459499.787,2021-10-11,18:53,50,41,71,6,M,1026.2
2459499.816,2021-10-11,19:35,50,42,73.8,5,M,1025.6
2459499.828,2021-10-11,19:53,50,41,71,4,M,1026.2
2459499.87,2021-10-11,20:53,51,41,68.5,5,M,1025.9
2459499.881,2021-10-11,21:08,52,41,66,8,18,1025.2
2459499.912,2021-10-11,21:53,52,40,63.5,5,M,1025.8
2459499.953,2021-10-11,22:53,51,39,63.3,7,M,1025.8
2459499.995,2021-10-11,23:53,53,38,56.6,7,M,1026
2459500.162,2021-10-12,3:53,47,38,70.7,6,M,1026.3
2459500.203,2021-10-12,4:53,48,37,65.5,6,M,1026.1
2459500.245,2021-10-12,5:53,44,38,79.3,6,M,1026.1
2459500.287,2021-10-12,6:53,41,38,89,3,M,1026
2459500.328,2021-10-12,7:53,40,38,92.5,6,M,1025.8
2459500.37,2021-10-12,8:53,40,37,88.9,7,M,1025.7
2459500.412,2021-10-12,9:53,39,36,88.9,7,M,1025.5
2459500.453,2021-10-12,10:53,38,35,88.8,7,M,1025.1
2459500.495,2021-10-12,11:53,37,34,88.8,6,M,1024.8
2459500.537,2021-10-12,12:53,38,33,82,6,M,1024.3
2459500.578,2021-10-12,13:53,37,33,85.3,7,M,1023.8
2459500.62,2021-10-12,14:53,38,33,82,6,M,1023.7
2459500.662,2021-10-12,15:53,40,33,75.8,6,M,1023.3
2459500.703,2021-10-12,16:53,41,33,72.9,8,M,1022.7
2459500.745,2021-10-12,17:53,43,35,73.1,5,M,1022.1
2459500.787,2021-10-12,18:53,46,37,70.6,5,M,1021
2459500.828,2021-10-12,19:53,48,37,65.5,3,M,1020.2
2459500.87,2021-10-12,20:53,48,38,68.1,5,M,1019.3
2459500.912,2021-10-12,21:53,48,36,62.9,6,M,1018.6
2459500.953,2021-10-12,22:53,48,37,65.5,3,M,1018
2459500.995,2021-10-12,23:53,50,38,63.2,9,M,1017.6
2459501.037,2021-10-13,0:53,49,38,65.6,11,19,1017.3
2459501.078,2021-10-13,1:53,47,40,76.5,6,M,1017
2459501.12,2021-10-13,2:53,46,41,82.6,7,M,1016.4
2459501.162,2021-10-13,3:53,45,41,85.8,6,M,1015.9
2459501.203,2021-10-13,4:53,45,41,85.8,4,M,1016.2
2459501.245,2021-10-13,5:53,44,41,89.1,3,M,1016
2459501.287,2021-10-13,6:53,44,42,92.6,6,M,1015.5
2459501.328,2021-10-13,7:53,44,43,96.2,0,M,1015.8
2459501.344,2021-10-13,8:15,44,43,96.2,0,M,1015.7
2459501.37,2021-10-13,8:53,44,43,96.2,0,M,1016.1
2459501.412,2021-10-13,9:53,45,43,92.6,5,M,1016.2
2459501.421,2021-10-13,10:06,45,43,92.6,3,M,1016
2459501.447,2021-10-13,10:43,45,43,92.6,5,M,1016
2459501.453,2021-10-13,10:53,45,43,92.6,3,M,1016.4
2459501.474,2021-10-13,11:22,44,42,92.6,5,M,1016.4
2459501.495,2021-10-13,11:53,44,42,92.6,5,M,1016.9
2459501.518,2021-10-13,12:26,43,41,92.6,5,M,1017.1
2459501.537,2021-10-13,12:53,43,42,96.2,3,M,1017.5
2459501.578,2021-10-13,13:53,43,41,92.6,3,M,1018.2
2459501.62,2021-10-13,14:53,44,42,92.6,7,M,1018.6
2459501.647,2021-10-13,15:32,45,43,92.6,3,M,1018.7
2459501.662,2021-10-13,15:53,46,42,85.8,5,M,1019.1
2459501.703,2021-10-13,16:53,46,41,82.6,4,M,1019.4
2459501.745,2021-10-13,17:53,47,41,79.5,5,M,1019.7
2459501.787,2021-10-13,18:53,48,41,76.6,3,M,1019.7
2459501.828,2021-10-13,19:53,51,41,68.5,8,M,1020.1
2459501.87,2021-10-13,20:53,51,39,63.3,9,M,1020
2459501.912,2021-10-13,21:53,50,41,71,9,M,1020
2459501.953,2021-10-13,22:53,50,40,68.3,6,M,1020.2
2459501.995,2021-10-13,23:53,50,40,68.3,4,M,1020.1
2459502.037,2021-10-14,0:53,50,42,73.8,4,M,1019.9
2459502.078,2021-10-14,1:53,49,41,73.7,3,M,1020.1
2459502.12,2021-10-14,2:53,50,41,71,7,M,1020.1
2459502.135,2021-10-14,3:15,49,42,76.7,6,M,1019.9
2459502.155,2021-10-14,3:43,49,43,79.7,7,M,1019.9
2459502.162,2021-10-14,3:53,49,43,79.7,6,M,1020.4
2459502.203,2021-10-14,4:53,48,43,82.7,7,M,1020.5
2459502.245,2021-10-14,5:53,47,44,89.2,4,M,1020.7
2459502.269,2021-10-14,6:27,48,43,82.7,8,M,1020.3
2459502.287,2021-10-14,6:53,48,43,82.7,7,M,1020.5
2459502.304,2021-10-14,7:18,48,43,82.7,6,M,1020
2459502.328,2021-10-14,7:53,47,43,85.9,5,M,1020.6
2459502.37,2021-10-14,8:53,47,43,85.9,6,M,1020.6
2459502.412,2021-10-14,9:53,48,42,79.6,7,M,1020.3
2459502.453,2021-10-14,10:53,46,44,92.7,6,M,1020.2
2459502.495,2021-10-14,11:53,46,44,92.7,6,M,1020.3
2459502.506,2021-10-14,12:08,46,45,96.3,7,M,1020
2459502.529,2021-10-14,12:42,46,45,96.3,4,M,1020
2459502.537,2021-10-14,12:53,47,45,92.7,6,M,1020.5
2459502.561,2021-10-14,13:28,47,45,92.7,5,M,1020.3
2459502.578,2021-10-14,13:53,47,45,92.7,7,M,1020.9
2459502.62,2021-10-14,14:53,47,45,92.7,6,M,1021.3
2459502.662,2021-10-14,15:53,49,46,89.3,7,M,1022
2459502.679,2021-10-14,16:18,49,46,89.3,8,M,1022
2459502.703,2021-10-14,16:53,50,47,89.4,7,M,1022.4
2459502.745,2021-10-14,17:53,53,49,86.2,9,M,1022.5
2459502.783,2021-10-14,18:47,55,48,77.2,11,M,1022.1
2459502.787,2021-10-14,18:53,55,49,80.1,11,M,1022.8
2459502.807,2021-10-14,19:22,55,48,77.2,13,M,1022.4
2459502.828,2021-10-14,19:53,56,49,77.3,10,M,1022.9
2459502.87,2021-10-14,20:53,58,48,69.3,10,M,1022.6
2459502.912,2021-10-14,21:53,59,48,66.8,11,M,1022.6
2459502.953,2021-10-14,22:53,56,49,77.3,13,17,1022.9
2459502.995,2021-10-14,23:53,55,50,83.2,8,M,1022.9
2459503.037,2021-10-15,0:53,54,50,86.3,5,M,1023.3
2459503.078,2021-10-15,1:53,52,51,96.4,9,M,1023.1
2459503.12,2021-10-15,2:53,52,51,96.4,8,M,1023.4
2459503.136,2021-10-15,3:16,52,50,92.9,9,M,1022.9
2459503.162,2021-10-15,3:53,52,50,92.9,8,M,1023.4
2459503.185,2021-10-15,4:26,52,50,92.9,9,M,1022.9
2459503.203,2021-10-15,4:53,52,50,92.9,10,M,1023.5
2459503.245,2021-10-15,5:53,52,50,92.9,10,M,1023.4
2459503.287,2021-10-15,6:53,52,50,92.9,8,M,1023.1
2459503.328,2021-10-15,7:53,52,49,89.5,7,M,1022.9
2459503.37,2021-10-15,8:53,52,49,89.5,7,M,1022.5
2459503.412,2021-10-15,9:53,52,49,89.5,5,M,1022.5
2459503.42,2021-10-15,10:05,51,49,92.8,7,M,1021.9
2459503.453,2021-10-15,10:53,51,49,92.8,10,M,1021.9
2459503.495,2021-10-15,11:53,51,50,96.4,7,M,1021.5
2459503.535,2021-10-15,12:51,54,48,80.1,10,M,1021.4
2459503.537,2021-10-15,12:53,53,49,86.2,10,M,1021.8
2459503.572,2021-10-15,13:44,53,49,86.2,9,M,1020.8
2459503.578,2021-10-15,13:53,53,49,86.2,5,M,1021.5
2459503.62,2021-10-15,14:53,53,49,86.2,6,M,1021.5
2459503.662,2021-10-15,15:53,54,49,83.1,7,M,1021.8
2459503.703,2021-10-15,16:53,55,49,80.1,8,M,1022
2459503.745,2021-10-15,17:53,55,48,77.2,10,M,1021.9
2459503.787,2021-10-15,18:53,56,49,77.3,7,M,1021.9
2459503.828,2021-10-15,19:53,58,48,69.3,10,M,1021.7
2459503.87,2021-10-15,20:53,61,48,62.2,15,21,1021.4
2459503.912,2021-10-15,21:53,61,48,62.2,11,21,1021
2459503.953,2021-10-15,22:53,60,47,62.1,9,M,1020.9
2459503.995,2021-10-15,23:53,59,45,59.6,8,M,1020.7
2459504.037,2021-10-16,0:53,59,46,62,7,M,1020.5
2459504.078,2021-10-16,1:53,57,46,66.6,6,M,1020.3
2459504.12,2021-10-16,2:53,59,45,59.6,7,M,1020.2
2459504.162,2021-10-16,3:53,59,45,59.6,7,M,1020.2
2459504.203,2021-10-16,4:53,59,45,59.6,10,M,1020.3
2459504.245,2021-10-16,5:53,58,45,61.8,8,M,1020.7
2459504.287,2021-10-16,6:53,57,46,66.6,7,M,1020
2459504.328,2021-10-16,7:53,57,46,66.6,6,M,1020.2
2459504.37,2021-10-16,8:53,55,48,77.2,5,M,1019.8
2459504.412,2021-10-16,9:53,54,48,80.1,4,M,1019.4
2459504.453,2021-10-16,10:53,54,48,80.1,5,M,1018.8
2459504.495,2021-10-16,11:53,55,46,71.6,8,M,1018.3
2459504.537,2021-10-16,12:53,56,45,66.5,9,M,1017.8
2459504.578,2021-10-16,13:53,56,45,66.5,7,M,1017.4
2459504.62,2021-10-16,14:53,57,44,61.7,9,M,1016.9
2459504.662,2021-10-16,15:53,58,43,57.3,8,M,1016.7
2459504.703,2021-10-16,16:53,59,45,59.6,5,M,1016.4
2459504.745,2021-10-16,17:53,59,46,62,5,M,1016.6
2459504.787,2021-10-16,18:53,63,48,58,12,M,1016.1
2459504.828,2021-10-16,19:53,65,48,54.1,9,M,1015.4
2459504.87,2021-10-16,20:53,67,49,52.4,11,M,1014.5
2459504.912,2021-10-16,21:53,66,48,52.2,12,M,1013.4
2459504.953,2021-10-16,22:53,65,48,54.1,8,M,1012.9
2459504.995,2021-10-16,23:53,63,49,60.2,6,M,1012.3
2459505.037,2021-10-17,0:53,61,49,64.6,8,M,1011.9
2459505.078,2021-10-17,1:53,60,49,66.9,8,M,1011.7
2459505.12,2021-10-17,2:53,59,48,66.8,8,M,1011.4
2459505.162,2021-10-17,3:53,60,48,64.5,8,M,1010.8
2459505.203,2021-10-17,4:53,58,47,66.7,7,M,1010.5
2459505.245,2021-10-17,5:53,59,47,64.3,8,M,1010.2
2459505.287,2021-10-17,6:53,57,47,69.1,8,M,1009.9
2459505.328,2021-10-17,7:53,56,47,71.7,10,M,1009.2
2459505.37,2021-10-17,8:53,54,47,77.1,9,M,1008.7
2459505.412,2021-10-17,9:53,55,46,71.6,11,M,1008.3
2459505.453,2021-10-17,10:53,53,46,77,9,M,1007.4
2459505.495,2021-10-17,11:53,54,46,74.2,7,M,1006.9
2459505.537,2021-10-17,12:53,54,46,74.2,4,M,1006.5
2459505.578,2021-10-17,13:53,53,46,77,3,M,1006.4
2459505.62,2021-10-17,14:53,53,47,80,4,M,1006.2
2459505.662,2021-10-17,15:53,55,48,77.2,5,M,1005.9
2459505.703,2021-10-17,16:53,55,47,74.3,5,M,1005.7
2459505.745,2021-10-17,17:53,55,50,83.2,7,M,1006
2459505.787,2021-10-17,18:53,55,50,83.2,5,M,1005.8
2459505.828,2021-10-17,19:53,55,50,83.2,5,M,1005.8
2459505.838,2021-10-17,20:06,55,50,83.2,8,M,1005.5
2459505.838,2021-10-17,20:07,55,50,83.2,8,M,1005.5
2459505.87,2021-10-17,20:53,55,50,83.2,4,M,1005.6
2459505.893,2021-10-17,21:26,55,50,83.2,3,M,1005.2
2459505.912,2021-10-17,21:53,56,50,80.2,3,M,1005.7
2459505.953,2021-10-17,22:53,54,50,86.3,3,M,1006.2
2459505.995,2021-10-17,23:53,54,50,86.3,4,M,1006.5
2459506.037,2021-10-18,0:53,52,49,89.5,5,M,1007
2459506.078,2021-10-18,1:53,50,48,92.8,6,M,1008
2459506.118,2021-10-18,2:50,48,46,92.7,9,M,1008.8
2459506.12,2021-10-18,2:53,49,46,89.3,10,M,1009.1
2459506.162,2021-10-18,3:53,49,45,86,11,M,1009.6
2459506.203,2021-10-18,4:53,50,45,82.8,9,M,1009.6
2459506.245,2021-10-18,5:53,50,46,86.1,5,M,1010.6
2459506.287,2021-10-18,6:53,50,45,82.8,7,M,1010.9
2459506.328,2021-10-18,7:53,50,45,82.8,8,M,1011.4
2459506.358,2021-10-18,8:35,50,45,82.8,7,M,1011.1
2459506.37,2021-10-18,8:53,50,45,82.8,9,M,1011.5
2459506.392,2021-10-18,9:25,49,45,86,6,M,1011.5
2459506.407,2021-10-18,9:46,49,45,86,3,M,1011.5
2459506.412,2021-10-18,9:53,49,46,89.3,4,M,1011.7
2459506.453,2021-10-18,10:53,49,46,89.3,4,M,1012.3
2459506.458,2021-10-18,11:00,49,46,89.3,4,M,1012.1
2459506.495,2021-10-18,11:53,49,46,89.3,5,M,1012.6
2459506.506,2021-10-18,12:09,49,46,89.3,5,M,1012.5
2459506.516,2021-10-18,12:23,49,46,89.3,6,M,1012.8
